Tag;FormatedTag;Group;Element;VR;Name
0014510B;(0014,510B);0014;510B;SH;Wedge Material
0014510C;(0014,510C);0014;510C;DS;Wedge Offset Z
0014510D;(0014,510D);0014;510D;DS;Wedge Origin Offset X
0014510E;(0014,510E);0014;510E;DS;Wedge Time Delay
0014510F;(0014,510F);0014;510F;SH;Wedge Name
00145110;(0014,5110);0014;5110;SH;Wedge Manufacturer Name
00145111;(0014,5111);0014;5111;LO;Wedge Description
00145112;(0014,5112);0014;5112;DS;Nominal Beam Angle
00145113;(0014,5113);0014;5113;DS;Wedge Offset X
00145114;(0014,5114);0014;5114;DS;Wedge Offset Y
00145115;(0014,5115);0014;5115;DS;Wedge Total Length
00145116;(0014,5116);0014;5116;DS;Wedge In Contact Length
00145117;(0014,5117);0014;5117;DS;Wedge Front Gap
00145118;(0014,5118);0014;5118;DS;Wedge Total Height
00145119;(0014,5119);0014;5119;DS;Wedge Front Height
0014511A;(0014,511A);0014;511A;DS;Wedge Rear Height
0014511B;(0014,511B);0014;511B;DS;Wedge Total Width
0014511C;(0014,511C);0014;511C;DS;Wedge In Contact Width
0014511D;(0014,511D);0014;511D;DS;Wedge Chamfer Height
0014511E;(0014,511E);0014;511E;CS;Wedge Curve
0014511F;(0014,511F);0014;511F;DS;Radius Along the Wedge
00180010;(0018,0010);0018;0010;LO;Contrast/Bolus Agent
00180012;(0018,0012);0018;0012;SQ;Contrast/Bolus Agent Sequence
00180013;(0018,0013);0018;0013;FL;Contrast/Bolus T1 Relaxivity
00180014;(0018,0014);0018;0014;SQ;Contrast/Bolus Administration Route Sequence
00180015;(0018,0015);0018;0015;CS;Body Part Examined
00180020;(0018,0020);0018;0020;CS;Scanning Sequence
00180021;(0018,0021);0018;0021;CS;Sequence Variant
00180022;(0018,0022);0018;0022;CS;Scan Options
00180023;(0018,0023);0018;0023;CS;MR Acquisition Type
00180024;(0018,0024);0018;0024;SH;Sequence Name
00180025;(0018,0025);0018;0025;CS;Angio Flag
00180026;(0018,0026);0018;0026;SQ;Intervention Drug Information Sequence
00180027;(0018,0027);0018;0027;TM;Intervention Drug Stop Time
00180028;(0018,0028);0018;0028;DS;Intervention Drug Dose
00180029;(0018,0029);0018;0029;SQ;Intervention Drug Code Sequence
0018002A;(0018,002A);0018;002A;SQ;Additional Drug Sequence
00180031;(0018,0031);0018;0031;LO;Radiopharmaceutical
00180034;(0018,0034);0018;0034;LO;Intervention Drug Name
00180035;(0018,0035);0018;0035;TM;Intervention Drug Start Time
00180036;(0018,0036);0018;0036;SQ;Intervention Sequence
00180038;(0018,0038);0018;0038;CS;Intervention Status
0018003A;(0018,003A);0018;003A;ST;Intervention Description
00180040;(0018,0040);0018;0040;IS;Cine Rate
00180042;(0018,0042);0018;0042;CS;Initial Cine Run State
00180050;(0018,0050);0018;0050;DS;Slice Thickness
00180060;(0018,0060);0018;0060;DS;KVP
00180070;(0018,0070);0018;0070;IS;Counts Accumulated
00180071;(0018,0071);0018;0071;CS;Acquisition Termination Condition
00180072;(0018,0072);0018;0072;DS;Effective Duration
00180073;(0018,0073);0018;0073;CS;Acquisition Start Condition
00180074;(0018,0074);0018;0074;IS;Acquisition Start Condition Data
00180075;(0018,0075);0018;0075;IS;Acquisition Termination Condition Data
00180080;(0018,0080);0018;0080;DS;Repetition Time
00180081;(0018,0081);0018;0081;DS;Echo Time
00180082;(0018,0082);0018;0082;DS;Inversion Time
00180083;(0018,0083);0018;0083;DS;Number of Averages
00180084;(0018,0084);0018;0084;DS;Imaging Frequency
00180085;(0018,0085);0018;0085;SH;Imaged Nucleus
00180086;(0018,0086);0018;0086;IS;Echo Number(s)
00180087;(0018,0087);0018;0087;DS;Magnetic Field Strength
00180088;(0018,0088);0018;0088;DS;Spacing Between Slices
00180089;(0018,0089);0018;0089;IS;Number of Phase Encoding Steps
00180090;(0018,0090);0018;0090;DS;Data Collection Diameter
00180091;(0018,0091);0018;0091;IS;Echo Train Length
00180093;(0018,0093);0018;0093;DS;Percent Sampling
00180094;(0018,0094);0018;0094;DS;Percent Phase Field of View
00180095;(0018,0095);0018;0095;DS;Pixel Bandwidth
00181000;(0018,1000);0018;1000;LO;Device Serial Number
00181002;(0018,1002);0018;1002;UI;Device UID
00181003;(0018,1003);0018;1003;LO;Device ID
00181004;(0018,1004);0018;1004;LO;Plate ID
00181005;(0018,1005);0018;1005;LO;Generator ID
00181006;(0018,1006);0018;1006;LO;Grid ID
00181007;(0018,1007);0018;1007;LO;Cassette ID
00181008;(0018,1008);0018;1008;LO;Gantry ID
00181010;(0018,1010);0018;1010;LO;Secondary Capture Device ID
00181012;(0018,1012);0018;1012;DA;Date of Secondary Capture
00181014;(0018,1014);0018;1014;TM;Time of Secondary Capture
00181016;(0018,1016);0018;1016;LO;Secondary Capture Device Manufacturer
00181018;(0018,1018);0018;1018;LO;Secondary Capture Device Manufacturer's Model Name
00181019;(0018,1019);0018;1019;LO;Secondary Capture Device Software Versions
00181020;(0018,1020);0018;1020;LO;Software Version(s)
00181022;(0018,1022);0018;1022;SH;Video Image Format Acquired
00181023;(0018,1023);0018;1023;LO;Digital Image Format Acquired
00181030;(0018,1030);0018;1030;LO;Protocol Name
00181040;(0018,1040);0018;1040;LO;Contrast/Bolus Route
00181041;(0018,1041);0018;1041;DS;Contrast/Bolus Volume
00181042;(0018,1042);0018;1042;TM;Contrast/Bolus Start Time
00181043;(0018,1043);0018;1043;TM;Contrast/Bolus Stop Time
00181044;(0018,1044);0018;1044;DS;Contrast/Bolus Total Dose
00181045;(0018,1045);0018;1045;IS;Syringe Counts
00181046;(0018,1046);0018;1046;DS;Contrast Flow Rate
00181047;(0018,1047);0018;1047;DS;Contrast Flow Duration
00181048;(0018,1048);0018;1048;CS;Contrast/Bolus Ingredient
00181049;(0018,1049);0018;1049;DS;Contrast/Bolus Ingredient Concentration
00181050;(0018,1050);0018;1050;DS;Spatial Resolution
00181060;(0018,1060);0018;1060;DS;Trigger Time
00181061;(0018,1061);0018;1061;LO;Trigger Source or Type
00181062;(0018,1062);0018;1062;IS;Nominal Interval
00181063;(0018,1063);0018;1063;DS;Frame Time
00181064;(0018,1064);0018;1064;LO;Cardiac Framing Type
00181065;(0018,1065);0018;1065;DS;Frame Time Vector
00181066;(0018,1066);0018;1066;DS;Frame Delay
00181067;(0018,1067);0018;1067;DS;Image Trigger Delay
00181068;(0018,1068);0018;1068;DS;Multiplex Group Time Offset
00181069;(0018,1069);0018;1069;DS;Trigger Time Offset
0018106A;(0018,106A);0018;106A;CS;Synchronization Trigger
0018106C;(0018,106C);0018;106C;US;Synchronization Channel
0018106E;(0018,106E);0018;106E;UL;Trigger Sample Position
00181070;(0018,1070);0018;1070;LO;Radiopharmaceutical Route
00181071;(0018,1071);0018;1071;DS;Radiopharmaceutical Volume
00181072;(0018,1072);0018;1072;TM;Radiopharmaceutical Start Time
00181073;(0018,1073);0018;1073;TM;Radiopharmaceutical Stop Time
00181074;(0018,1074);0018;1074;DS;Radionuclide Total Dose
00181075;(0018,1075);0018;1075;DS;Radionuclide Half Life
00181076;(0018,1076);0018;1076;DS;Radionuclide Positron Fraction
00181077;(0018,1077);0018;1077;DS;Radiopharmaceutical Specific Activity
00181078;(0018,1078);0018;1078;DT;Radiopharmaceutical Start DateTime
00181079;(0018,1079);0018;1079;DT;Radiopharmaceutical Stop DateTime
00181080;(0018,1080);0018;1080;CS;Beat Rejection Flag
00181081;(0018,1081);0018;1081;IS;Low R-R Value
00181082;(0018,1082);0018;1082;IS;High R-R Value
00181083;(0018,1083);0018;1083;IS;Intervals Acquired
00181084;(0018,1084);0018;1084;IS;Intervals Rejected
00181085;(0018,1085);0018;1085;LO;PVC Rejection
00181086;(0018,1086);0018;1086;IS;Skip Beats
00181088;(0018,1088);0018;1088;IS;Heart Rate
00181090;(0018,1090);0018;1090;IS;Cardiac Number of Images
00181094;(0018,1094);0018;1094;IS;Trigger Window
00181100;(0018,1100);0018;1100;DS;Reconstruction Diameter
00181110;(0018,1110);0018;1110;DS;Distance Source to Detector
00181111;(0018,1111);0018;1111;DS;Distance Source to Patient
00181114;(0018,1114);0018;1114;DS;Estimated Radiographic Magnification Factor
00181120;(0018,1120);0018;1120;DS;Gantry/Detector Tilt
00181121;(0018,1121);0018;1121;DS;Gantry/Detector Slew
00181130;(0018,1130);0018;1130;DS;Table Height
00181131;(0018,1131);0018;1131;DS;Table Traverse
00181134;(0018,1134);0018;1134;CS;Table Motion
00181135;(0018,1135);0018;1135;DS;Table Vertical Increment
00181136;(0018,1136);0018;1136;DS;Table Lateral Increment
00181137;(0018,1137);0018;1137;DS;Table Longitudinal Increment
00181138;(0018,1138);0018;1138;DS;Table Angle
0018113A;(0018,113A);0018;113A;CS;Table Type
00181140;(0018,1140);0018;1140;CS;Rotation Direction
00181142;(0018,1142);0018;1142;DS;Radial Position
00181143;(0018,1143);0018;1143;DS;Scan Arc
00181144;(0018,1144);0018;1144;DS;Angular Step
00181145;(0018,1145);0018;1145;DS;Center of Rotation Offset
00181147;(0018,1147);0018;1147;CS;Field of View Shape
00181149;(0018,1149);0018;1149;IS;Field of View Dimension(s)
00181150;(0018,1150);0018;1150;IS;Exposure Time
00181151;(0018,1151);0018;1151;IS;X-Ray Tube Current
00181152;(0018,1152);0018;1152;IS;Exposure
00181153;(0018,1153);0018;1153;IS;Exposure in µAs
00181154;(0018,1154);0018;1154;DS;Average Pulse Width
00181155;(0018,1155);0018;1155;CS;Radiation Setting
00181156;(0018,1156);0018;1156;CS;Rectification Type
0018115A;(0018,115A);0018;115A;CS;Radiation Mode
0018115E;(0018,115E);0018;115E;DS;Image and Fluoroscopy Area Dose Product
00181160;(0018,1160);0018;1160;SH;Filter Type
00181161;(0018,1161);0018;1161;LO;Type of Filters
00181162;(0018,1162);0018;1162;DS;Intensifier Size
00181164;(0018,1164);0018;1164;DS;Imager Pixel Spacing
00181166;(0018,1166);0018;1166;CS;Grid
00181170;(0018,1170);0018;1170;IS;Generator Power
00181180;(0018,1180);0018;1180;SH;Collimator/grid Name
00181181;(0018,1181);0018;1181;CS;Collimator Type
00181182;(0018,1182);0018;1182;IS;Focal Distance
00181183;(0018,1183);0018;1183;DS;X Focus Center
00181184;(0018,1184);0018;1184;DS;Y Focus Center
00181190;(0018,1190);0018;1190;DS;Focal Spot(s)
00181191;(0018,1191);0018;1191;CS;Anode Target Material
001811A0;(0018,11A0);0018;11A0;DS;Body Part Thickness
001811A2;(0018,11A2);0018;11A2;DS;Compression Force
001811A4;(0018,11A4);0018;11A4;LO;Paddle Description
00181200;(0018,1200);0018;1200;DA;Date of Last Calibration
00181201;(0018,1201);0018;1201;TM;Time of Last Calibration
00181202;(0018,1202);0018;1202;DT;DateTime of Last Calibration
00181210;(0018,1210);0018;1210;SH;Convolution Kernel
00181242;(0018,1242);0018;1242;IS;Actual Frame Duration
00181243;(0018,1243);0018;1243;IS;Count Rate
00181244;(0018,1244);0018;1244;US;Preferred Playback Sequencing
00181250;(0018,1250);0018;1250;SH;Receive Coil Name
00181251;(0018,1251);0018;1251;SH;Transmit Coil Name
00181260;(0018,1260);0018;1260;SH;Plate Type
00181261;(0018,1261);0018;1261;LO;Phosphor Type
00181271;(0018,1271);0018;1271;FD;Water Equivalent Diameter
00181272;(0018,1272);0018;1272;SQ;Water Equivalent Diameter Calculation Method Code Sequence
00181300;(0018,1300);0018;1300;DS;Scan Velocity
00181301;(0018,1301);0018;1301;CS;Whole Body Technique
00181302;(0018,1302);0018;1302;IS;Scan Length
00181310;(0018,1310);0018;1310;US;Acquisition Matrix
00181312;(0018,1312);0018;1312;CS;In-plane Phase Encoding Direction
00181314;(0018,1314);0018;1314;DS;Flip Angle
00181315;(0018,1315);0018;1315;CS;Variable Flip Angle Flag
00181316;(0018,1316);0018;1316;DS;SAR
00181318;(0018,1318);0018;1318;DS;dB/dt
00181320;(0018,1320);0018;1320;FL;B1rms
00181400;(0018,1400);0018;1400;LO;Acquisition Device Processing Description
00181401;(0018,1401);0018;1401;LO;Acquisition Device Processing Code
00181402;(0018,1402);0018;1402;CS;Cassette Orientation
00181403;(0018,1403);0018;1403;CS;Cassette Size
00181404;(0018,1404);0018;1404;US;Exposures on Plate
00181405;(0018,1405);0018;1405;IS;Relative X-Ray Exposure
00181411;(0018,1411);0018;1411;DS;Exposure Index
00181412;(0018,1412);0018;1412;DS;Target Exposure Index
00181413;(0018,1413);0018;1413;DS;Deviation Index
00181450;(0018,1450);0018;1450;DS;Column Angulation
00181460;(0018,1460);0018;1460;DS;Tomo Layer Height
00181470;(0018,1470);0018;1470;DS;Tomo Angle
00181480;(0018,1480);0018;1480;DS;Tomo Time
00181490;(0018,1490);0018;1490;CS;Tomo Type
00181491;(0018,1491);0018;1491;CS;Tomo Class
00181495;(0018,1495);0018;1495;IS;Number of Tomosynthesis Source Images
00181500;(0018,1500);0018;1500;CS;Positioner Motion
00181508;(0018,1508);0018;1508;CS;Positioner Type
00181510;(0018,1510);0018;1510;DS;Positioner Primary Angle
00181511;(0018,1511);0018;1511;DS;Positioner Secondary Angle
00181520;(0018,1520);0018;1520;DS;Positioner Primary Angle Increment
00181521;(0018,1521);0018;1521;DS;Positioner Secondary Angle Increment
00181530;(0018,1530);0018;1530;DS;Detector Primary Angle
00181531;(0018,1531);0018;1531;DS;Detector Secondary Angle
00181600;(0018,1600);0018;1600;CS;Shutter Shape
00181602;(0018,1602);0018;1602;IS;Shutter Left Vertical Edge
00181604;(0018,1604);0018;1604;IS;Shutter Right Vertical Edge
00181606;(0018,1606);0018;1606;IS;Shutter Upper Horizontal Edge
00181608;(0018,1608);0018;1608;IS;Shutter Lower Horizontal Edge
00181610;(0018,1610);0018;1610;IS;Center of Circular Shutter
00181612;(0018,1612);0018;1612;IS;Radius of Circular Shutter
00181620;(0018,1620);0018;1620;IS;Vertices of the Polygonal Shutter
00181622;(0018,1622);0018;1622;US;Shutter Presentation Value
00181623;(0018,1623);0018;1623;US;Shutter Overlay Group
00181624;(0018,1624);0018;1624;US;Shutter Presentation Color CIELab Value
00181700;(0018,1700);0018;1700;CS;Collimator Shape
00181702;(0018,1702);0018;1702;IS;Collimator Left Vertical Edge
00181704;(0018,1704);0018;1704;IS;Collimator Right Vertical Edge
00181706;(0018,1706);0018;1706;IS;Collimator Upper Horizontal Edge
00181708;(0018,1708);0018;1708;IS;Collimator Lower Horizontal Edge
00181710;(0018,1710);0018;1710;IS;Center of Circular Collimator
00181712;(0018,1712);0018;1712;IS;Radius of Circular Collimator
00181720;(0018,1720);0018;1720;IS;Vertices of the Polygonal Collimator
00181800;(0018,1800);0018;1800;CS;Acquisition Time Synchronized
00181801;(0018,1801);0018;1801;SH;Time Source
00181802;(0018,1802);0018;1802;CS;Time Distribution Protocol
00181803;(0018,1803);0018;1803;LO;NTP Source Address
00182001;(0018,2001);0018;2001;IS;Page Number Vector
00182002;(0018,2002);0018;2002;SH;Frame Label Vector
00182003;(0018,2003);0018;2003;DS;Frame Primary Angle Vector
00182004;(0018,2004);0018;2004;DS;Frame Secondary Angle Vector
00182005;(0018,2005);0018;2005;DS;Slice Location Vector
00182006;(0018,2006);0018;2006;SH;Display Window Label Vector
00182010;(0018,2010);0018;2010;DS;Nominal Scanned Pixel Spacing
00182020;(0018,2020);0018;2020;CS;Digitizing Device Transport Direction
00182030;(0018,2030);0018;2030;DS;Rotation of Scanned Film
00182041;(0018,2041);0018;2041;SQ;Biopsy Target Sequence
00182042;(0018,2042);0018;2042;UI;Target UID
00182043;(0018,2043);0018;2043;FL;Localizing Cursor Position
00182044;(0018,2044);0018;2044;FL;Calculated Target Position
00182045;(0018,2045);0018;2045;SH;Target Label
00182046;(0018,2046);0018;2046;FL;Displayed Z Value
00183100;(0018,3100);0018;3100;CS;IVUS Acquisition
00183101;(0018,3101);0018;3101;DS;IVUS Pullback Rate
00183102;(0018,3102);0018;3102;DS;IVUS Gated Rate
00183103;(0018,3103);0018;3103;IS;IVUS Pullback Start Frame Number
00183104;(0018,3104);0018;3104;IS;IVUS Pullback Stop Frame Number
00183105;(0018,3105);0018;3105;IS;Lesion Number
00185000;(0018,5000);0018;5000;SH;Output Power
00185010;(0018,5010);0018;5010;LO;Transducer Data
00185012;(0018,5012);0018;5012;DS;Focus Depth
00185020;(0018,5020);0018;5020;LO;Processing Function
00185022;(0018,5022);0018;5022;DS;Mechanical Index
00185024;(0018,5024);0018;5024;DS;Bone Thermal Index
00185026;(0018,5026);0018;5026;DS;Cranial Thermal Index
00185027;(0018,5027);0018;5027;DS;Soft Tissue Thermal Index
00185028;(0018,5028);0018;5028;DS;Soft Tissue-focus Thermal Index
00185029;(0018,5029);0018;5029;DS;Soft Tissue-surface Thermal Index
00185050;(0018,5050);0018;5050;IS;Depth of Scan Field
00185100;(0018,5100);0018;5100;CS;Patient Position
00185101;(0018,5101);0018;5101;CS;View Position
00185104;(0018,5104);0018;5104;SQ;Projection Eponymous Name Code Sequence
00186000;(0018,6000);0018;6000;DS;Sensitivity
00186011;(0018,6011);0018;6011;SQ;Sequence of Ultrasound Regions
00186012;(0018,6012);0018;6012;US;Region Spatial Format
00186014;(0018,6014);0018;6014;US;Region Data Type
00186016;(0018,6016);0018;6016;UL;Region Flags
00186018;(0018,6018);0018;6018;UL;Region Location Min X0
0018601A;(0018,601A);0018;601A;UL;Region Location Min Y0
0018601C;(0018,601C);0018;601C;UL;Region Location Max X1
0018601E;(0018,601E);0018;601E;UL;Region Location Max Y1
00186020;(0018,6020);0018;6020;SL;Reference Pixel X0
00186022;(0018,6022);0018;6022;SL;Reference Pixel Y0
00186024;(0018,6024);0018;6024;US;Physical Units X Direction
00186026;(0018,6026);0018;6026;US;Physical Units Y Direction
00186028;(0018,6028);0018;6028;FD;Reference Pixel Physical Value X
0018602A;(0018,602A);0018;602A;FD;Reference Pixel Physical Value Y
0018602C;(0018,602C);0018;602C;FD;Physical Delta X
0018602E;(0018,602E);0018;602E;FD;Physical Delta Y
00186030;(0018,6030);0018;6030;UL;Transducer Frequency
00186031;(0018,6031);0018;6031;CS;Transducer Type
00186032;(0018,6032);0018;6032;UL;Pulse Repetition Frequency
00186034;(0018,6034);0018;6034;FD;Doppler Correction Angle
00186036;(0018,6036);0018;6036;FD;Steering Angle
00186039;(0018,6039);0018;6039;SL;Doppler Sample Volume X Position
0018603B;(0018,603B);0018;603B;SL;Doppler Sample Volume Y Position
0018603D;(0018,603D);0018;603D;SL;TM-Line Position X0
0018603F;(0018,603F);0018;603F;SL;TM-Line Position Y0
00186041;(0018,6041);0018;6041;SL;TM-Line Position X1
00186043;(0018,6043);0018;6043;SL;TM-Line Position Y1
00186044;(0018,6044);0018;6044;US;Pixel Component Organization
00186046;(0018,6046);0018;6046;UL;Pixel Component Mask
00186048;(0018,6048);0018;6048;UL;Pixel Component Range Start
0018604A;(0018,604A);0018;604A;UL;Pixel Component Range Stop
0018604C;(0018,604C);0018;604C;US;Pixel Component Physical Units
0018604E;(0018,604E);0018;604E;US;Pixel Component Data Type
00186050;(0018,6050);0018;6050;UL;Number of Table Break Points
00186052;(0018,6052);0018;6052;UL;Table of X Break Points
00186054;(0018,6054);0018;6054;FD;Table of Y Break Points
00186056;(0018,6056);0018;6056;UL;Number of Table Entries
00186058;(0018,6058);0018;6058;UL;Table of Pixel Values
0018605A;(0018,605A);0018;605A;FL;Table of Parameter Values
00186060;(0018,6060);0018;6060;FL;R Wave Time Vector
00187000;(0018,7000);0018;7000;CS;Detector Conditions Nominal Flag
00187001;(0018,7001);0018;7001;DS;Detector Temperature
00187004;(0018,7004);0018;7004;CS;Detector Type
00187005;(0018,7005);0018;7005;CS;Detector Configuration
00187006;(0018,7006);0018;7006;LT;Detector Description
00187008;(0018,7008);0018;7008;LT;Detector Mode
0018700A;(0018,700A);0018;700A;SH;Detector ID
